Filename,Movie,Link,Start Time,End Time,Duration (s),Character,Emotion
0h01m37s_seg0025_part1.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:01:37,00:01:41,4.0,Nam,Happiness
0h01m37s_seg0025_part2.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:01:37,00:01:41,4.0,Nam,Anger
0h03m01s_seg0045.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:03:01,00:03:05,4.16,Nam,Neutral
0h03m06s_seg0046.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:03:06,00:03:09,3.23,Nam,Neutral
0h03m13s_seg0048_part1.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:03:13,00:03:17,4.0,Nam,Anxiety
0h03m13s_seg0048_part2.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:03:13,00:03:16,03.07,Nam,Anxiety
0h03m23s_seg0050.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:03:23,00:03:27,4.69,Nam,Neutral
0h03m31s_seg0052_part1.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:03:31,00:03:35,4.0,Nam,Anxiety
0h03m31s_seg0052_part2.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:03:31,00:03:33,2.79,Nam,Neutral
0h03m41s_seg0054_part1.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:03:41,00:03:45,4.0,Nam,Anxiety
0h03m54s_seg0057_part1.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:03:54,00:03:58,4.0,Nam,Anxiety
0h03m54s_seg0057_part2.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:03:54,00:03:58,4.0,Nam,Anxiety
0h04m03s_seg0058.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:04:03,00:04:07,4.84,Nam,Neutral
0h04m09s_seg0059.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:04:09,00:04:12,3.58,Nam,Neutral
0h04m16s_seg0061.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:04:16,00:04:19,3.14,Nam,Neutral
0h04m29s_seg0064.wav,Sinh tử,https://www.youtube.com/watch?v=ifR2XlGkE7g,00:04:29,00:04:33,4.68,Nam,Neutral
