Filename,Movie,Link,Start,End,Duration,Character,Emotion,confidence
0h00m07s_seg0002.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:00:07,00:00:10,3.28,Nữ,neutral,"0,52127"
0h00m23s_seg0007.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:00:23,00:00:26,03.09,Nữ,neutral,"0,534997"
0h00m47s_seg0017.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:00:47,00:00:50,3.16,Nữ,neutral,"0,529083"
0h01m15s_seg0028.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:01:15,00:01:18,3.65,Nam,neutral,"0,471818"
0h02m23s_seg0051.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:02:23,00:02:27,4.8,Nữ,neutral,"0,49243"
0h02m43s_seg0056.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:02:43,00:02:47,4.57,Nữ,anger,"0,423011"
0h03m02s_seg0059.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:03:02,00:03:06,4.67,Nữ,anger,"0,678193"
0h03m08s_seg0060.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:03:08,00:03:11,3.12,Nữ,anger,"0,642964"
0h03m24s_seg0066.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:03:24,00:03:28,4.55,Nữ,anger,"0,6667"
0h03m48s_seg0072.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:03:48,00:03:51,3.46,Nữ,sadness,"0,446871"
0h04m00s_seg0074.wav,Cả Một Đời Ân Oán Tập 32 Gia đình hỗn chiến kinh hoàng trong buổi công bố di chúc thừa kế,https://www.youtube.com/watch?v=Fn09AD52TVY,00:04:00,00:04:04,4.66,Nữ,sadness,"0,363329"
