Filename,Movie,Link,Start Time,End Time,Duration (s),Character,Emotion
0h00m04s_seg0000_part1.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:00:04,00:00:08,4.0,Nữ,Sadness
0h00m24s_seg0006.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:00:24,00:00:28,4.15,Mẹ,Sadness
0h00m31s_seg0008_part1.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:00:31,00:00:35,4.0,Mẹ,Sadness
0h00m31s_seg0008_part2.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:00:31,00:00:34,3.8,Mẹ,Sadness
0h00m40s_seg0009_part1.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:00:40,00:00:44,4.0,Mẹ,Sadness
0h00m40s_seg0009_part2.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:00:40,00:00:44,4.0,Mẹ,Sadness
0h00m40s_seg0009_part3.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:00:40,00:00:44,4.0,Mẹ,Sadness
0h00m40s_seg0009_part4.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:00:40,00:00:44,4.0,Mẹ,Sadness
0h00m40s_seg0009_part5.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:00:40,00:00:44,4.0,Mẹ,Sadness
0h00m40s_seg0009_part7.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:00:40,00:00:43,3.18,Nam,Sadness
0h01m13s_seg0011_part1.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:01:13,00:01:17,4.0,Mẹ,Sadness
0h01m13s_seg0011_part2.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:01:13,00:01:16,3.41,Mẹ,Sadness
0h01m31s_seg0015_part1.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:01:31,00:01:35,4.0,Mẹ,Sadness
0h01m38s_seg0016.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:01:38,00:01:42,4.62,Nữ,Sadness
0h01m43s_seg0017.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:01:43,00:01:46,3.46,Nữ,Sadness
0h01m47s_seg0018_part1.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:01:47,00:01:51,4.0,Nữ,Sadness
0h01m47s_seg0018_part2.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:01:47,00:01:51,4.0,Mẹ,Sadness
0h02m04s_seg0021.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:02:04,00:02:08,4.59,Nữ,Sadness
0h02m17s_seg0024.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:02:17,00:02:21,04.08,Nữ,Sadness
0h02m22s_seg0025.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:02:22,00:02:25,3.56,Bà,Sadness
0h02m27s_seg0027.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:02:27,00:02:31,4.24,Bà,Sadness
0h02m50s_seg0035_part1.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:02:50,00:02:54,4.0,Nữ,Sadness
0h02m50s_seg0035_part2.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:02:50,00:02:53,3.1,Mẹ,Sadness
0h02m57s_seg0036_part1.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:02:57,00:03:01,4.0,Mẹ,Sadness
0h03m15s_seg0041_part1.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:03:15,00:03:19,4.0,Nữ,Sadness
0h03m15s_seg0041_part2.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:03:15,00:03:19,4.0,Mẹ,Sadness
0h03m15s_seg0041_part3.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:03:15,00:03:19,4.0,Mẹ,Sadness
0h03m15s_seg0041_part4.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:03:15,00:03:18,3.51,Mẹ,Sadness
0h03m33s_seg0042.wav,Cuộc đời vẫn đẹp sao tập 7,https://www.youtube.com/watch?v=8WwF6DZwQYA,00:03:33,00:03:36,3.25,Mẹ,Sadness
