Filename,Movie,Link,Start,End,Duration,Character,Emotion,confidence
0h02m45s_seg0009.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:02:45,00:02:49,4.29,Nam,sadness,"0,388937"
0h03m27s_seg0023.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:03:27,00:03:30,3.53,Nam,sadness,"0,460289"
0h03m51s_seg0032_part1.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:03:51,00:03:55,4.0,Nam,anxiety,"0,534037"
0h04m34s_seg0042.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:04:34,00:04:37,3.63,Nam,sadness,"0,384354"
0h04m38s_seg0043.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:04:38,00:04:41,03.06,Nam,sadness,"0,411905"
0h07m42s_seg0077.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:07:42,00:07:46,4.5,Nam,sadness,"0,505793"
0h07m50s_seg0079.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:07:50,00:07:54,4.71,Nam,sadness,"0,473691"
0h08m42s_seg0096_part1.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:08:42,00:08:46,4.0,Nữ,sadness,"0,503233"
0h09m05s_seg0102.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:09:05,00:09:08,3.58,Nữ,sadness,"0,415623"
0h09m15s_seg0106.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:09:15,00:09:18,3.63,Nữ,sadness,"0,536637"
0h09m23s_seg0108.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:09:23,00:09:26,3.95,Nữ,sadness,"0,435616"
0h12m00s_seg0143.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:12:00,00:12:03,3.89,Nam,sadness,"0,409195"
0h12m07s_seg0144.wav,Bộ 3 Lê Nhân Huỳnh Lập Puka đổ bộ Mái Ấm Gia Đình Việt chưa gì đã Ê HỀ mảng miếng TEASER TẬP 175,https://www.youtube.com/watch?v=HJIsrDBP3ok,00:12:07,00:12:10,3.6,Nam,sadness,"0,402579"
