Filename,Movie,Link,Start,End,Duration,Character,Emotion,confidence
0h00m11s_seg0006.wav,"Cuộc đời vẫn đẹp sao tập 2 Lưu sỉ gái mất toi chỉ vàng, bà Tình sốc khi biết danh tánh kẻ trộm",https://www.youtube.com/watch?v=s_peZt2leq0,00:00:11,00:00:14,3.77,Nữ,sadness,"0,692947"
0h00m20s_seg0009_part1.wav,"Cuộc đời vẫn đẹp sao tập 2 Lưu sỉ gái mất toi chỉ vàng, bà Tình sốc khi biết danh tánh kẻ trộm",https://www.youtube.com/watch?v=s_peZt2leq0,00:00:20,00:00:24,4.0,Nữ,sadness,"0,693394"
0h00m20s_seg0009_part2.wav,"Cuộc đời vẫn đẹp sao tập 2 Lưu sỉ gái mất toi chỉ vàng, bà Tình sốc khi biết danh tánh kẻ trộm",https://www.youtube.com/watch?v=s_peZt2leq0,00:00:20,00:00:24,4.0,Nữ,sadness,"0,695005"
0h00m35s_seg0011.wav,"Cuộc đời vẫn đẹp sao tập 2 Lưu sỉ gái mất toi chỉ vàng, bà Tình sốc khi biết danh tánh kẻ trộm",https://www.youtube.com/watch?v=s_peZt2leq0,00:00:35,00:00:39,4.45,Nam,anger,"0,6203"
0h01m09s_seg0021.wav,"Cuộc đời vẫn đẹp sao tập 2 Lưu sỉ gái mất toi chỉ vàng, bà Tình sốc khi biết danh tánh kẻ trộm",https://www.youtube.com/watch?v=s_peZt2leq0,00:01:09,00:01:13,4.8,Nữ,sadness,"0,666555"
0h02m17s_seg0049.wav,"Cuộc đời vẫn đẹp sao tập 2 Lưu sỉ gái mất toi chỉ vàng, bà Tình sốc khi biết danh tánh kẻ trộm",https://www.youtube.com/watch?v=s_peZt2leq0,00:02:17,00:02:21,04.02,Nam,anger,"0,6802"
0h02m22s_seg0050.wav,"Cuộc đời vẫn đẹp sao tập 2 Lưu sỉ gái mất toi chỉ vàng, bà Tình sốc khi biết danh tánh kẻ trộm",https://www.youtube.com/watch?v=s_peZt2leq0,00:02:22,00:02:25,3.73,Nam,anger,"0,66946"
0h02m55s_seg0064.wav,"Cuộc đời vẫn đẹp sao tập 2 Lưu sỉ gái mất toi chỉ vàng, bà Tình sốc khi biết danh tánh kẻ trộm",https://www.youtube.com/watch?v=s_peZt2leq0,00:02:55,00:02:59,4.36,Nữ,sadness,"0,683884"
0h03m19s_seg0073.wav,"Cuộc đời vẫn đẹp sao tập 2 Lưu sỉ gái mất toi chỉ vàng, bà Tình sốc khi biết danh tánh kẻ trộm",https://www.youtube.com/watch?v=s_peZt2leq0,00:03:19,00:03:23,4.1,Nữ,sadness,"0,694626"
0h03m24s_seg0074_part3.wav,"Cuộc đời vẫn đẹp sao tập 2 Lưu sỉ gái mất toi chỉ vàng, bà Tình sốc khi biết danh tánh kẻ trộm",https://www.youtube.com/watch?v=s_peZt2leq0,00:03:24,00:03:28,4.0,Nữ,sadness,"0,69487"
