Filename,Movie,Link,Start Time,End Time,Duration (s),Character,Emotion
0h00m08s_seg0001_part1.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:00:08,00:00:12,4.0,Nữ,Neutral
0h00m50s_seg0008_part1.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:00:50,00:00:54,4.0,Nữ,Anxiety
0h00m50s_seg0008_part2.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:00:50,00:00:54,4.0,Nữ,Neutral
0h01m02s_seg0009.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:01:02,00:01:05,3.68,Nữ,Anxiety
0h01m33s_seg0019_part1.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:01:33,00:01:37,4.0,Nam,Neutral
0h02m14s_seg0023_part1.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:02:14,00:02:18,4.0,Nữ,Neutral
0h02m14s_seg0023_part2.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:02:14,00:02:17,03.09,Nam,Neutral
0h03m23s_seg0027.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:03:23,00:03:27,4.14,Nam,Neutral
0h03m35s_seg0030.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:03:35,00:03:39,4.73,Nam,Neutral
0h03m41s_seg0031.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:03:41,00:03:44,3.96,Nam,Neutral
0h03m46s_seg0032_part1.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:03:46,00:03:50,4.0,Nam,Neutral
0h03m46s_seg0032_part2.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:03:46,00:03:50,4.0,Nam,Neutral
0h03m46s_seg0032_part3.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:03:46,00:03:50,4.0,Nam,Neutral
0h03m46s_seg0032_part4.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:03:46,00:03:50,4.0,Nữ,Anxiety
0h04m06s_seg0033_part1.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:04:06,00:04:10,4.0,Nam,Neutral
0h04m27s_seg0037_part3.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:04:27,00:04:31,4.0,Nữ,Neutral
0h04m27s_seg0037_part4.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:04:27,00:04:31,4.0,Nữ,Neutral
0h04m48s_seg0039_part2.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:04:48,00:04:52,4.0,Nữ,Neutral
0h04m48s_seg0039_part3.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:04:48,00:04:52,4.0,Nữ,Neutral
0h06m47s_seg0054_part1.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:06:47,00:06:51,4.0,Nữ,Sadness
0h06m47s_seg0054_part3.wav,Cây táo nở hoa phần 5,https://www.youtube.com/watch?v=JiedkxayvJA,00:06:47,00:06:51,4.0,Nữ,Sadness
