Filename,Movie,Link,Start,End,Duration,Character,Emotion,confidence
0h04m50s_seg0084.wav,"PHIM CHÀNG TRAI NĂM ẤY FULL SƠN TÙNG M-TP,NGÔ KIẾN HUY ,HỨA VỸ VĂN,Hariwon",https://www.youtube.com/watch?v=euCZDQUiGtw&t=656s,00:04:50,00:04:53,03.06,Nam,Happiness,"0,358375"
0h05m27s_seg0096_part1.wav,"PHIM CHÀNG TRAI NĂM ẤY FULL SƠN TÙNG M-TP,NGÔ KIẾN HUY ,HỨA VỸ VĂN,Hariwon",https://www.youtube.com/watch?v=euCZDQUiGtw&t=656s,00:05:27,00:05:31,4.0,Nam,Happiness,"0,421844"
0h24m29s_seg0424.wav,"PHIM CHÀNG TRAI NĂM ẤY FULL SƠN TÙNG M-TP,NGÔ KIẾN HUY ,HỨA VỸ VĂN,Hariwon",https://www.youtube.com/watch?v=euCZDQUiGtw&t=656s,00:24:29,00:24:32,03.02,Nữ,anxiety,"0,544779"
0h29m34s_seg0518.wav,"PHIM CHÀNG TRAI NĂM ẤY FULL SƠN TÙNG M-TP,NGÔ KIẾN HUY ,HỨA VỸ VĂN,Hariwon",https://www.youtube.com/watch?v=euCZDQUiGtw&t=656s,00:29:34,00:29:37,3.22,Nam,Happiness,"0,376764"
0h29m39s_seg0519_part1.wav,"PHIM CHÀNG TRAI NĂM ẤY FULL SƠN TÙNG M-TP,NGÔ KIẾN HUY ,HỨA VỸ VĂN,Hariwon",https://www.youtube.com/watch?v=euCZDQUiGtw&t=656s,00:29:39,00:29:43,4.0,Nam,Happiness,"0,335828"
0h39m16s_seg0649.wav,"PHIM CHÀNG TRAI NĂM ẤY FULL SƠN TÙNG M-TP,NGÔ KIẾN HUY ,HỨA VỸ VĂN,Hariwon",https://www.youtube.com/watch?v=euCZDQUiGtw&t=656s,00:39:16,00:39:19,03.03,Nữ,happiness,"0,441847"
0h39m43s_seg0659.wav,"PHIM CHÀNG TRAI NĂM ẤY FULL SƠN TÙNG M-TP,NGÔ KIẾN HUY ,HỨA VỸ VĂN,Hariwon",https://www.youtube.com/watch?v=euCZDQUiGtw&t=656s,00:39:43,00:39:46,3.31,Nam,Happiness,"0,328065"
0h42m32s_seg0702.wav,"PHIM CHÀNG TRAI NĂM ẤY FULL SƠN TÙNG M-TP,NGÔ KIẾN HUY ,HỨA VỸ VĂN,Hariwon",https://www.youtube.com/watch?v=euCZDQUiGtw&t=656s,00:42:32,00:42:35,03.04,Nam,anger,"0,425895"
0h54m29s_seg0889.wav,"PHIM CHÀNG TRAI NĂM ẤY FULL SƠN TÙNG M-TP,NGÔ KIẾN HUY ,HỨA VỸ VĂN,Hariwon",https://www.youtube.com/watch?v=euCZDQUiGtw&t=656s,00:54:29,00:54:32,3.13,Nam,happiness,"0,34753"
0h58m35s_seg0954.wav,"PHIM CHÀNG TRAI NĂM ẤY FULL SƠN TÙNG M-TP,NGÔ KIẾN HUY ,HỨA VỸ VĂN,Hariwon",https://www.youtube.com/watch?v=euCZDQUiGtw&t=656s,00:58:35,00:58:38,3.38,Nam,happiness,"0,448381"
