Filename,Movie,Link,Start,End,Duration,Character,Emotion,confidence
0h02m23s_seg0021_part1.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,00:02:23,00:02:27,4.0,Nam,sadness,"0,677231"
0h02m42s_seg0024_part1.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,00:02:42,00:02:46,4.0,Nữ,sadness,"0,687728"
0h02m48s_seg0026.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,00:02:48,00:02:52,4.87,Nữ,sadness,"0,689145"
0h05m16s_seg0056.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,00:05:16,00:05:20,4.98,Nam,happiness,"0,464326"
0h08m16s_seg0103_part2.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,00:08:16,00:08:19,3.33,Nam,happiness,"0,334161"
0h18m12s_seg0261.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,00:18:12,00:18:15,03.02,Nam,anger,"0,38908"
0h26m03s_seg0376.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,00:26:03,00:26:06,3.49,Nữ,anxiety,"0,488531"
0h53m49s_seg0699_part1.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,00:53:49,00:53:53,4.0,Nam,anxiety,"0,472195"
0h55m52s_seg0722_part1.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,00:55:52,00:55:56,4.0,Nữ,sadness,"0,6896"
0h55m52s_seg0722_part2.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,00:55:52,00:55:56,4.0,Nữ,sadness,"0,415475"
1h02m36s_seg0797.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,01:02:36,01:02:39,3.33,Nữ,anxiety,"0,499863"
1h02m45s_seg0800.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,01:02:45,01:02:48,03.09,Nữ,anxiety,"0,521521"
1h03m18s_seg0808.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,01:03:18,01:03:21,3.85,Nữ,anxiety,"0,489098"
1h09m38s_seg0919.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,01:09:38,01:09:41,3.22,Nam,anger,"0,524065"
1h18m33s_seg1004_part1.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,01:18:33,01:18:37,4.0,Nữ,anxiety,"0,369015"
1h26m07s_seg1064_part1.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,01:26:07,01:26:11,4.0,Nữ,anxiety,"0,495727"
1h29m02s_seg1090_part1.wav,Kẻ ăn hồn Full phim chiếu rạp mới,,01:29:02,01:29:06,4.0,Nam,anxiety,"0,468885"
