Filename,Movie,Link,Start,End,Duration,Character,Emotion,confidence
0h00m12s_seg0003_part2.wav,Cuộc đời vẫn đẹp sao tập 1 Những phận đời lam lũ nơi xóm chợ,https://www.youtube.com/watch?v=uEmajTmkpSM,00:00:12,00:00:14,2.85,Nữ,anger,"0,465053"
0h00m57s_seg0011.wav,Cuộc đời vẫn đẹp sao tập 1 Những phận đời lam lũ nơi xóm chợ,https://www.youtube.com/watch?v=uEmajTmkpSM,00:00:57,00:01:00,03.07,Nữ,happiness,"0,662178"
0h01m27s_seg0024.wav,Cuộc đời vẫn đẹp sao tập 1 Những phận đời lam lũ nơi xóm chợ,https://www.youtube.com/watch?v=uEmajTmkpSM,00:01:27,00:01:31,4.22,Nam,anger,"0,37842"
0h01m35s_seg0027.wav,Cuộc đời vẫn đẹp sao tập 1 Những phận đời lam lũ nơi xóm chợ,https://www.youtube.com/watch?v=uEmajTmkpSM,00:01:35,00:01:38,3.55,Nam,anger,"0,406529"
0h01m56s_seg0036.wav,Cuộc đời vẫn đẹp sao tập 1 Những phận đời lam lũ nơi xóm chợ,https://www.youtube.com/watch?v=uEmajTmkpSM,00:01:56,00:01:59,03.05,Nam,anger,"0,363176"
0h02m00s_seg0037.wav,Cuộc đời vẫn đẹp sao tập 1 Những phận đời lam lũ nơi xóm chợ,https://www.youtube.com/watch?v=uEmajTmkpSM,00:02:00,00:02:03,3.92,Nam,anger,"0,602529"
0h04m23s_seg0106.wav,Cuộc đời vẫn đẹp sao tập 1 Những phận đời lam lũ nơi xóm chợ,https://www.youtube.com/watch?v=uEmajTmkpSM,00:04:23,00:04:26,3.7,Nữ,anger,"0,378162"
0h04m51s_seg0115.wav,Cuộc đời vẫn đẹp sao tập 1 Những phận đời lam lũ nơi xóm chợ,https://www.youtube.com/watch?v=uEmajTmkpSM,00:04:51,00:04:54,3.59,Nữ,anger,"0,643102"
0h05m42s_seg0133.wav,Cuộc đời vẫn đẹp sao tập 1 Những phận đời lam lũ nơi xóm chợ,https://www.youtube.com/watch?v=uEmajTmkpSM,00:05:42,00:05:45,3.33,Nữ,anger,"0,582216"
0h05m53s_seg0137.wav,Cuộc đời vẫn đẹp sao tập 1 Những phận đời lam lũ nơi xóm chợ,https://www.youtube.com/watch?v=uEmajTmkpSM,00:05:53,00:05:57,4.87,Nữ,anger,"0,62444"
