Filename,Movie,Link,Start Time,End Time,Duration (s),Character,Emotion
0h01m14s_seg0007.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:01:14,00:01:17,3.85,Hiếu,Happiness
0h03m59s_seg0030.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:03:59,00:04:02,3.16,Tú,Neutral
0h04m08s_seg0032_part1.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:04:08,00:04:12,4.0,Tú,Anxiety
0h04m35s_seg0037.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:04:35,00:04:38,3.56,Viễn,Anger
0h04m52s_seg0042.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:04:52,00:04:56,4.87,Viễn,Anger
0h05m11s_seg0050_part1.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:05:11,00:05:15,4.0,Nhân viên,Anxiety
0h05m11s_seg0050_part2.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:05:11,00:05:15,4.0,Nhân viên,Anxiety
0h05m37s_seg0052_part1.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:05:37,00:05:41,4.0,Viễn,Anger
0h05m37s_seg0052_part2.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:05:37,00:05:41,4.0,Viễn,Anger
0h06m38s_seg0069.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:06:38,00:06:41,3.71,Viễn,Happiness
0h07m12s_seg0077.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:07:12,00:07:15,3.69,Tú,Neutral
0h07m19s_seg0079.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:07:19,00:07:22,3.77,Viễn,Neutral
0h07m46s_seg0087_part2.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:07:46,00:07:49,3.82,Tú,Anxiety
0h07m59s_seg0090.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:07:59,00:08:02,3.7,Viễn,Happiness
0h08m07s_seg0092_part2.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:08:07,00:08:11,4.0,Tú,Anger
0h08m24s_seg0094_part1.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:08:24,00:08:28,4.0,Viễn,Happiness
0h08m24s_seg0094_part2.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:08:24,00:08:28,4.0,Viễn,Happiness
0h08m45s_seg0098_part1.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:08:45,00:08:49,4.0,Viễn,Happiness
0h08m45s_seg0098_part2.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:08:45,00:08:48,3.21,Viễn,Happiness
0h08m53s_seg0099.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:08:53,00:08:56,3.88,Viễn,Happiness
0h09m17s_seg0106_part2.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:09:17,00:09:21,4.0,Con của Ngân ,Happiness
0h09m28s_seg0107.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:09:28,00:09:31,3.96,Viễn,Happiness
0h09m33s_seg0108_part1.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:09:33,00:09:37,4.0,Con của Ngân ,Happiness
0h09m33s_seg0108_part2.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:09:33,00:09:37,4.0,Con của Viễn,Happiness
0h09m33s_seg0108_part3.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:09:33,00:09:37,4.0,Con của Viễn,Happiness
0h09m47s_seg0109_part1.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:09:47,00:09:51,4.0,Thái Hòa,Happiness
0h09m47s_seg0109_part2.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:09:47,00:09:51,4.0,Thái Hòa,Happiness
0h09m56s_seg0110_part1.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:09:56,00:10:00,4.0,Viễn,Happiness
0h10m05s_seg0111_part1.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:10:05,00:10:09,4.0,Con viễn,Happiness
0h10m11s_seg0112.wav,CÁCH EM 1 MILIMET,https://www.youtube.com/watch?v=v9YfdeBd5gY,00:10:11,00:10:15,4.42,Viễn,Happiness
