Filename,Movie,Link,Start,End,Duration,Character,Emotion,confidence
0h03m42s_seg0047_part2.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:03:42,00:03:46,4.0,Nam,anger,"0,649565"
0h19m22s_seg0297.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:19:22,00:19:25,3.93,Nam,anxiety,"0,377631"
0h19m29s_seg0299_part2.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:19:29,00:19:32,3.68,Nam,anxiety,"0,592027"
0h20m41s_seg0322.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:20:41,00:20:44,3.99,Nam,anxiety,"0,390821"
0h20m49s_seg0326_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:20:49,00:20:53,4.0,Nam,anxiety,"0,483003"
0h25m18s_seg0391_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:25:18,00:25:22,4.0,Nam,anger,"0,317585"
0h25m18s_seg0391_part2.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:25:18,00:25:22,4.0,Nam,anger,"0,38948"
0h25m38s_seg0393_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:25:38,00:25:42,4.0,Nữ,anger,"0,677094"
0h25m49s_seg0397_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:25:49,00:25:53,4.0,Nữ,anger,"0,664236"
0h25m59s_seg0401_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:25:59,00:26:03,4.0,Nam,anger,"0,524736"
0h27m16s_seg0423_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:27:16,00:27:20,4.0,Nam,anger,"0,649544"
0h27m16s_seg0423_part2.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:27:16,00:27:20,4.0,Nữ,anger,"0,672016"
0h27m16s_seg0423_part3.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:27:16,00:27:20,4.0,Nữ,anger,"0,328276"
0h31m27s_seg0496.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:31:27,00:31:30,3.32,Nam,anger,"0,555819"
0h33m12s_seg0532.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:33:12,00:33:15,3.75,Nam,sadness,"0,671435"
0h33m32s_seg0537_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:33:32,00:33:36,4.0,Nam,sadness,"0,689684"
0h37m28s_seg0617_part2.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:37:28,00:37:30,2.57,Nam,anxiety,"0,36087"
0h38m35s_seg0645.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:38:35,00:38:38,3.0,Nữ,sadness,"0,535317"
0h38m42s_seg0648_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:38:42,00:38:46,4.0,Nữ,sadness,"0,664648"
0h38m42s_seg0648_part2.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:38:42,00:38:45,3.12,Nữ,sadness,"0,42348"
0h38m55s_seg0651_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:38:55,00:38:59,4.0,Nữ,sadness,"0,384961"
0h41m42s_seg0708.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:41:42,00:41:45,3.85,Nam,anger,"0,637253"
0h47m36s_seg0822.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:47:36,00:47:39,3.96,Nam,anger,"0,617989"
0h54m40s_seg0983.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:54:40,00:54:43,3.57,Nữ,anxiety,"0,414822"
0h55m01s_seg0993_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:55:01,00:55:05,4.0,Nữ,anxiety,"0,423964"
0h55m10s_seg0995.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:55:10,00:55:13,3.23,Nữ,anxiety,"0,42681"
0h55m17s_seg0998.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,00:55:17,00:55:20,3.96,Nữ,anxiety,"0,474877"
1h02m59s_seg1093_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,01:02:59,01:03:03,4.0,Nam,anger,"0,655397"
1h06m36s_seg1150_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,01:06:36,01:06:40,4.0,Nam,anger,"0,637761"
1h06m36s_seg1150_part2.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,01:06:36,01:06:40,4.0,Nam,anger,"0,508843"
1h07m21s_seg1156_part1.wav,"[FULL] TRĂNG ĐIÊN - Quách Ngọc Tuyên, NSND Việt Anh, Hứa Minh Đạt, Lâm Vỹ Dạ, Hoàng Phi, Thuỳ Anh",,01:07:21,01:07:25,4.0,Nữ,anxiety,"0,409847"
