Filename,Movie,Link,Start Time,End Time,Duration (s),Character,Emotion
0h00m09s_seg0002.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:00:09,00:00:13,4.47,Nam,Neutral
0h00m46s_seg0013.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:00:46,00:00:49,3.24,Nam,Anger
0h00m50s_seg0014.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:00:50,00:00:53,3.99,Nam,Anger
0h01m03s_seg0019.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:01:03,00:01:06,3.56,Nam,Anger
0h02m00s_seg0030.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:02:00,00:02:04,4.46,Nam,Neutral
0h03m21s_seg0045_part2.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:03:21,00:03:24,03.09,Nữ,Happiness
0h03m29s_seg0046_part3.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:03:29,00:03:33,4.0,Nữ,Anger
0h04m00s_seg0050.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:04:00,00:04:03,3.42,Nữ,Anxiety
0h04m06s_seg0052_part1.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:04:06,00:04:10,4.0,Nữ,Anger
0h04m21s_seg0053_part3.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:04:21,00:04:25,4.0,Nữ,Anger
0h06m27s_seg0079_part1.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:06:27,00:06:31,4.0,Nam,Neutral
0h06m48s_seg0082_part1.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:06:48,00:06:52,4.0,Nữ,Neutral
0h07m25s_seg0092_part2.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:07:25,00:07:29,4.0,Nam,Neutral
0h07m46s_seg0096.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:07:46,00:07:50,4.25,Nam,Anger
0h07m59s_seg0100.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:07:59,00:08:03,4.73,Nam,Neutral
0h08m05s_seg0101.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:08:05,00:08:08,3.13,Nam,Neutral
0h08m09s_seg0102.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:08:09,00:08:13,4.23,Nam,Neutral
0h08m13s_seg0103_part1.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:08:13,00:08:17,4.0,Nam,Neutral
0h09m04s_seg0115.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:09:04,00:09:08,4.44,Nam,Neutral
0h09m20s_seg0122.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:09:20,00:09:23,03.08,Nam,Neutral
0h10m46s_seg0145.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:10:46,00:10:49,3.27,Nam,Neutral
0h11m28s_seg0159.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:11:28,00:11:31,3.42,Nam,Happiness
0h11m34s_seg0161_part2.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:11:34,00:11:38,4.0,Nam,Neutral
0h11m34s_seg0161_part3.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:11:34,00:11:37,3.33,Nam,Neutral
0h11m56s_seg0165.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:11:56,00:11:59,03.02,Nam,Neutral
0h12m00s_seg0166.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:12:00,00:12:03,3.85,Nam,Neutral
0h12m24s_seg0175.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:12:24,00:12:27,3.41,Nam,Neutral
0h12m33s_seg0178.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:12:33,00:12:37,4.73,Nam,Neutral
0h12m50s_seg0184.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:12:50,00:12:54,4.24,Nam,Neutral
0h13m30s_seg0197.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:13:30,00:13:33,3.56,Nam,Neutral
0h13m55s_seg0205_part1.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:13:55,00:13:59,4.0,Nam,Neutral
0h14m22s_seg0212.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:14:22,00:14:25,3.37,Nam,Neutral
0h15m39s_seg0234.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:15:39,00:15:42,3.55,Nam,Neutral
0h17m03s_seg0265.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:17:03,00:17:06,3.3,Nữ,Neutral
0h17m30s_seg0272.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:17:30,00:17:33,3.41,Nam,Neutral
0h18m07s_seg0284_part1.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:18:07,00:18:11,4.0,Nam,Neutral
0h18m42s_seg0292.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:18:42,00:18:46,4.74,Nam,Neutral
0h18m49s_seg0293.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:18:49,00:18:52,3.94,Nữ,Anxiety
0h18m54s_seg0294.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:18:54,00:18:57,3.85,Nữ,Anxiety
0h19m08s_seg0296.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:19:08,00:19:11,3.86,Nữ,Neutral
0h19m12s_seg0297_part1.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:19:12,00:19:16,4.0,Nữ,Anxiety
0h19m12s_seg0297_part2.wav,Đấu trí phần 3,https://www.youtube.com/watch?v=abig8siv3WE,00:19:12,00:19:14,2.82,Nữ,Anxiety
